Tire Compound,Track Temperature,Laps Driven,Track Surface,Car Weight (kg),Driving Style,Weather,Tire Wear (%)
Medium,29,6,Rough,692,Aggressive,Wet,76.65714285714286
Wet,36,47,Rough,605,Conservative,Dry,63.91428571428571
Medium,25,59,Smooth,636,Conservative,Wet,48.42857142857143
Hard,43,32,Rough,694,Conservative,Wet,58.171428571428564
Soft,41,2,Smooth,660,Aggressive,Dry,68.4857142857143
Hard,35,3,Rough,617,Balanced,Dry,57.42857142857143
Hard,34,3,Smooth,710,Balanced,Wet,47.22857142857143
Hard,11,41,Smooth,694,Conservative,Wet,38.05714285714286
Wet,21,8,Smooth,615,Aggressive,Dry,60.34285714285714
Hard,49,50,Rough,703,Conservative,Wet,61.942857142857136
Wet,18,16,Rough,613,Conservative,Dry,55.885714285714286
Medium,21,16,Rough,702,Conservative,Wet,56.48571428571429
Medium,35,19,Rough,667,Conservative,Dry,54.714285714285715
Hard,18,13,Rough,629,Balanced,Wet,60.457142857142856
Hard,19,21,Smooth,659,Aggressive,Wet,56.8
Hard,41,51,Rough,652,Aggressive,Dry,75.48571428571428
Hard,43,26,Smooth,663,Aggressive,Wet,62.31428571428572
Medium,29,42,Smooth,613,Balanced,Wet,56.8
Wet,48,2,Rough,622,Conservative,Wet,64.88571428571429
Wet,11,7,Smooth,721,Aggressive,Dry,58.2
Wet,10,9,Rough,606,Aggressive,Wet,78.28571428571429
Soft,45,28,Smooth,609,Aggressive,Dry,73.0
Wet,33,39,Rough,701,Conservative,Dry,62.17142857142857
Wet,36,64,Rough,612,Conservative,Dry,66.34285714285714
Soft,11,20,Smooth,726,Aggressive,Dry,65.05714285714285
Hard,40,23,Smooth,647,Aggressive,Dry,56.28571428571428
Hard,23,59,Smooth,604,Aggressive,Dry,58.028571428571425
Medium,11,25,Smooth,660,Balanced,Dry,45.77142857142857
Soft,38,8,Rough,721,Aggressive,Dry,83.74285714285713
Wet,24,19,Rough,689,Aggressive,Dry,77.5142857142857
Hard,21,55,Rough,702,Aggressive,Wet,77.05714285714285
Hard,46,35,Rough,689,Aggressive,Wet,79.2
Wet,37,35,Rough,602,Balanced,Wet,77.4
Soft,29,21,Rough,623,Aggressive,Dry,83.79999999999998
Soft,48,0,Smooth,716,Conservative,Wet,54.6
Wet,33,68,Smooth,697,Balanced,Wet,66.31428571428572
Soft,30,36,Smooth,683,Conservative,Wet,56.14285714285714
Wet,19,12,Smooth,718,Conservative,Dry,40.51428571428572
Soft,23,42,Rough,641,Aggressive,Dry,85.6
Wet,46,36,Smooth,747,Aggressive,Dry,69.34285714285714
Soft,27,24,Smooth,640,Aggressive,Wet,73.82857142857142
Medium,33,20,Smooth,681,Balanced,Dry,49.457142857142856
Wet,23,40,Smooth,701,Balanced,Dry,55.31428571428571
Wet,43,41,Smooth,747,Aggressive,Dry,69.45714285714286
Soft,21,41,Rough,605,Conservative,Dry,65.05714285714285
Hard,31,1,Rough,721,Balanced,Wet,61.34285714285714
Soft,15,67,Smooth,624,Balanced,Dry,62.57142857142857
Hard,45,7,Smooth,640,Balanced,Wet,50.0
Wet,45,60,Rough,602,Balanced,Dry,77.57142857142857
Soft,31,13,Smooth,707,Conservative,Dry,48.057142857142864
Hard,23,20,Smooth,656,Aggressive,Dry,52.457142857142856
Soft,25,23,Rough,682,Balanced,Dry,73.28571428571429
Wet,45,49,Smooth,673,Balanced,Dry,61.0
Soft,34,44,Smooth,732,Balanced,Dry,63.08571428571429
Wet,41,63,Smooth,685,Aggressive,Wet,77.2
Wet,42,63,Smooth,696,Aggressive,Dry,72.4
Medium,45,25,Rough,614,Aggressive,Dry,77.57142857142857
Medium,29,31,Rough,687,Conservative,Wet,60.22857142857143
Wet,27,56,Rough,693,Conservative,Dry,63.4
Wet,47,52,Rough,725,Aggressive,Dry,86.82857142857144
Medium,12,32,Rough,699,Balanced,Wet,66.97142857142858
Hard,32,51,Rough,638,Conservative,Dry,53.68571428571428
Soft,41,17,Smooth,678,Aggressive,Wet,75.62857142857142
Wet,25,34,Smooth,638,Aggressive,Wet,69.85714285714286
Soft,14,11,Rough,651,Balanced,Dry,69.37142857142858
Medium,13,50,Rough,730,Conservative,Wet,59.74285714285714
Soft,30,9,Smooth,725,Aggressive,Dry,67.28571428571429
Wet,49,51,Smooth,665,Conservative,Dry,52.08571428571428
Wet,23,33,Rough,644,Balanced,Wet,74.31428571428572
Medium,48,66,Rough,621,Conservative,Wet,69.02857142857142
Medium,40,38,Rough,682,Aggressive,Wet,83.42857142857142
Soft,23,7,Rough,737,Balanced,Dry,70.60000000000001
Soft,15,28,Smooth,748,Conservative,Wet,51.99999999999999
Hard,21,21,Smooth,616,Aggressive,Wet,57.199999999999996
Hard,25,69,Rough,666,Aggressive,Wet,79.85714285714286
Hard,26,60,Rough,606,Balanced,Dry,63.77142857142857
Soft,32,42,Rough,700,Aggressive,Dry,87.4
Soft,23,48,Smooth,635,Conservative,Dry,51.457142857142856
Hard,16,28,Rough,666,Conservative,Dry,47.2
Soft,41,30,Smooth,676,Aggressive,Wet,77.48571428571428
Wet,24,52,Rough,686,Aggressive,Dry,82.22857142857143
Wet,26,33,Rough,671,Conservative,Wet,64.91428571428571
Soft,43,37,Smooth,658,Aggressive,Dry,73.88571428571429
Soft,14,56,Rough,619,Aggressive,Wet,90.8
Wet,36,3,Rough,728,Balanced,Wet,72.62857142857142
Hard,32,1,Smooth,708,Conservative,Dry,31.542857142857144
Medium,49,11,Rough,613,Balanced,Wet,71.37142857142857
Wet,23,34,Rough,623,Balanced,Dry,69.45714285714286
Soft,24,69,Smooth,709,Aggressive,Wet,79.65714285714286
Wet,42,20,Rough,733,Balanced,Dry,71.25714285714285
Soft,40,60,Smooth,637,Aggressive,Dry,76.57142857142857
Wet,44,34,Smooth,728,Balanced,Dry,58.65714285714286
Wet,26,47,Smooth,640,Aggressive,Wet,71.91428571428571
Soft,37,14,Smooth,630,Conservative,Wet,54.400000000000006
Soft,28,14,Smooth,635,Conservative,Wet,52.599999999999994
Soft,32,5,Smooth,704,Aggressive,Dry,67.11428571428571
Hard,41,67,Rough,708,Balanced,Dry,67.77142857142857
Hard,49,21,Rough,630,Conservative,Dry,52.8
Soft,22,31,Rough,712,Aggressive,Wet,88.82857142857142
Medium,29,21,Rough,730,Conservative,Dry,53.8
Wet,44,26,Rough,660,Aggressive,Dry,82.5142857142857
Medium,14,14,Rough,605,Aggressive,Dry,69.80000000000001
Soft,18,43,Smooth,619,Aggressive,Wet,74.74285714285715
Wet,38,8,Rough,710,Balanced,Dry,68.74285714285713
Medium,15,33,Smooth,660,Balanced,Wet,52.714285714285715
Soft,34,14,Smooth,740,Aggressive,Wet,73.80000000000001
Hard,40,61,Smooth,622,Conservative,Wet,46.71428571428571
Wet,31,44,Smooth,678,Aggressive,Dry,67.4857142857143
Medium,11,57,Rough,630,Balanced,Dry,65.34285714285714
Soft,14,18,Smooth,603,Balanced,Wet,60.371428571428574
Soft,36,15,Smooth,717,Balanced,Wet,64.34285714285714
Hard,34,7,Smooth,665,Conservative,Wet,37.800000000000004
Soft,17,32,Smooth,743,Aggressive,Dry,67.97142857142858
Soft,10,17,Smooth,714,Aggressive,Dry,64.42857142857143
Hard,29,34,Rough,630,Balanced,Wet,65.65714285714286
Soft,32,42,Rough,722,Balanced,Wet,82.4
Wet,41,49,Smooth,642,Aggressive,Wet,75.19999999999999
Wet,20,2,Rough,603,Conservative,Wet,59.28571428571429
Medium,48,58,Rough,647,Aggressive,Wet,87.88571428571429
Medium,33,27,Rough,743,Aggressive,Wet,80.45714285714286
Medium,20,45,Rough,688,Aggressive,Dry,75.42857142857143
Wet,38,63,Rough,725,Balanced,Dry,76.6
Hard,35,69,Smooth,676,Balanced,Dry,51.85714285714286
Medium,25,46,Smooth,664,Aggressive,Dry,61.57142857142857
Hard,44,13,Smooth,668,Conservative,Wet,40.65714285714286
Hard,29,6,Smooth,613,Conservative,Wet,36.65714285714286
Hard,12,30,Rough,674,Conservative,Dry,46.68571428571429
Wet,10,50,Rough,628,Balanced,Dry,69.14285714285714
Wet,10,28,Smooth,678,Balanced,Dry,51.0
Wet,26,14,Smooth,693,Balanced,Wet,57.2
Hard,11,24,Rough,665,Balanced,Dry,55.62857142857142
Wet,38,60,Smooth,714,Balanced,Dry,61.171428571428564
Medium,29,40,Smooth,639,Conservative,Wet,46.51428571428571
Wet,15,68,Rough,742,Aggressive,Wet,87.71428571428572
Wet,17,3,Smooth,631,Balanced,Wet,53.82857142857142
Medium,38,56,Rough,619,Balanced,Dry,70.6
Soft,42,30,Rough,652,Balanced,Wet,82.68571428571428
Hard,12,2,Rough,648,Balanced,Wet,57.68571428571428
Wet,44,66,Smooth,688,Aggressive,Dry,73.22857142857143
Wet,14,49,Rough,681,Balanced,Dry,69.80000000000001
Hard,36,16,Smooth,600,Balanced,Wet,49.48571428571428
Medium,21,59,Rough,660,Aggressive,Dry,77.62857142857143
Medium,29,65,Smooth,729,Aggressive,Dry,65.08571428571429
Wet,29,23,Rough,693,Conservative,Wet,64.08571428571429
Wet,18,31,Rough,616,Balanced,Dry,68.02857142857142
Soft,48,18,Rough,716,Aggressive,Dry,87.17142857142858
Soft,13,65,Smooth,705,Conservative,Dry,51.885714285714286
Soft,28,59,Rough,731,Aggressive,Wet,94.02857142857144
Soft,47,65,Smooth,684,Conservative,Wet,63.68571428571428
Hard,36,14,Smooth,642,Aggressive,Dry,54.2
Wet,22,34,Smooth,675,Conservative,Dry,44.25714285714285
Soft,22,68,Rough,739,Balanced,Wet,84.11428571428571
Hard,31,26,Rough,649,Aggressive,Wet,74.91428571428571
Medium,37,6,Smooth,660,Aggressive,Wet,63.25714285714285
Soft,31,5,Rough,703,Aggressive,Wet,86.91428571428573
Medium,28,32,Smooth,650,Balanced,Wet,55.17142857142858
Soft,17,57,Rough,676,Balanced,Wet,81.54285714285713
Soft,17,48,Rough,697,Aggressive,Dry,85.25714285714287
Medium,35,16,Rough,682,Aggressive,Wet,79.28571428571429
Hard,35,41,Rough,677,Conservative,Dry,52.85714285714286
Hard,32,39,Smooth,604,Balanced,Dry,46.971428571428575
Wet,22,45,Smooth,737,Balanced,Dry,55.82857142857143
Hard,37,69,Rough,687,Conservative,Wet,62.25714285714286
Wet,18,67,Smooth,616,Aggressive,Wet,73.17142857142856
Medium,29,0,Smooth,664,Conservative,Wet,40.8
Medium,28,51,Smooth,723,Balanced,Dry,52.885714285714286
Medium,48,34,Rough,620,Aggressive,Dry,79.45714285714286
Medium,21,68,Rough,710,Conservative,Dry,58.91428571428571
Soft,24,4,Rough,706,Aggressive,Dry,80.37142857142857
Hard,40,16,Rough,621,Conservative,Dry,50.285714285714285
Medium,23,52,Smooth,668,Aggressive,Dry,62.028571428571425
Hard,20,51,Rough,635,Aggressive,Wet,76.28571428571428
Wet,35,13,Smooth,748,Conservative,Wet,48.85714285714286
Wet,36,28,Smooth,672,Aggressive,Dry,66.19999999999999
Soft,20,7,Smooth,690,Conservative,Wet,50.0
Wet,47,0,Smooth,725,Conservative,Wet,49.39999999999999
Soft,43,28,Smooth,745,Conservative,Dry,52.599999999999994
Hard,28,35,Smooth,698,Conservative,Dry,35.6
Medium,15,50,Rough,614,Conservative,Dry,55.14285714285714
Wet,47,36,Rough,643,Balanced,Dry,74.54285714285714
Medium,37,68,Smooth,696,Balanced,Dry,57.114285714285714
Wet,10,52,Smooth,635,Balanced,Wet,59.42857142857143
Soft,44,51,Rough,629,Conservative,Dry,71.08571428571429
Wet,49,11,Smooth,625,Aggressive,Dry,66.37142857142857
Wet,17,51,Rough,684,Balanced,Dry,70.68571428571428
Wet,16,0,Rough,700,Conservative,Wet,58.2
Medium,20,6,Rough,720,Aggressive,Dry,69.85714285714286
Wet,48,16,Rough,630,Conservative,Wet,66.88571428571429
Wet,13,42,Smooth,616,Conservative,Dry,43.599999999999994
Medium,34,16,Rough,697,Conservative,Wet,59.08571428571429
Hard,21,58,Rough,725,Aggressive,Wet,77.4857142857143
Soft,35,2,Smooth,623,Conservative,Dry,47.285714285714285
Soft,47,28,Smooth,721,Balanced,Dry,63.4
Soft,21,21,Smooth,731,Aggressive,Dry,67.2
Soft,46,37,Smooth,736,Conservative,Dry,54.48571428571428
Soft,33,53,Rough,729,Balanced,Wet,84.17142857142856
Wet,25,49,Rough,722,Conservative,Dry,62.0
Hard,22,68,Rough,637,Aggressive,Dry,74.11428571428571
Wet,34,29,Rough,742,Conservative,Dry,60.94285714285714
Medium,13,22,Rough,730,Conservative,Wet,55.74285714285714
Wet,20,46,Rough,656,Aggressive,Dry,80.57142857142857
Wet,41,20,Smooth,641,Balanced,Dry,56.05714285714285
Wet,16,19,Rough,652,Conservative,Wet,60.91428571428571
Hard,20,22,Smooth,718,Aggressive,Dry,52.142857142857146
Medium,37,67,Rough,720,Aggressive,Dry,81.97142857142858
Hard,32,20,Smooth,655,Conservative,Dry,34.25714285714286
Wet,32,20,Rough,686,Balanced,Wet,74.25714285714285
Wet,37,0,Rough,675,Balanced,Wet,72.4
Wet,35,14,Smooth,684,Aggressive,Wet,69.0
Medium,34,16,Smooth,684,Aggressive,Dry,59.08571428571429
Medium,38,50,Rough,680,Aggressive,Wet,84.74285714285713
Wet,28,62,Rough,607,Aggressive,Dry,84.45714285714286
Hard,42,13,Smooth,610,Conservative,Dry,35.25714285714286
Medium,45,58,Smooth,737,Aggressive,Dry,67.28571428571429
Soft,23,49,Rough,714,Balanced,Wet,81.6
Soft,23,33,Smooth,680,Balanced,Wet,64.31428571428572
Medium,44,5,Smooth,686,Aggressive,Wet,64.51428571428572
Medium,39,48,Smooth,641,Aggressive,Dry,64.65714285714286
Medium,37,5,Rough,636,Aggressive,Wet,78.11428571428571
Soft,26,68,Rough,691,Aggressive,Dry,89.91428571428571
Wet,12,6,Smooth,684,Aggressive,Dry,58.25714285714285
Medium,25,50,Rough,658,Aggressive,Dry,77.14285714285714
Wet,39,0,Smooth,636,Conservative,Dry,42.800000000000004
Soft,38,12,Smooth,620,Balanced,Dry,59.3142857142857
Wet,24,42,Rough,729,Aggressive,Dry,80.8
Wet,34,26,Rough,682,Balanced,Wet,75.51428571428572
Soft,47,2,Smooth,742,Conservative,Wet,54.68571428571428
Hard,47,57,Smooth,600,Balanced,Dry,52.542857142857144
Medium,32,16,Smooth,706,Balanced,Dry,48.68571428571428
Medium,34,44,Rough,627,Aggressive,Dry,78.08571428571429
Wet,16,57,Rough,649,Conservative,Wet,66.34285714285714
Medium,31,55,Smooth,634,Conservative,Wet,49.05714285714286
Soft,26,53,Smooth,736,Balanced,Dry,62.77142857142857
Hard,27,28,Smooth,731,Conservative,Wet,39.4
Medium,19,53,Smooth,640,Conservative,Wet,46.37142857142857
Wet,19,26,Rough,666,Aggressive,Wet,82.5142857142857
Soft,16,44,Smooth,647,Aggressive,Dry,69.48571428571428
Medium,47,30,Rough,685,Aggressive,Dry,78.68571428571428
Medium,36,35,Smooth,657,Conservative,Dry,42.199999999999996
Hard,42,60,Rough,638,Conservative,Wet,61.971428571428575
Hard,10,36,Rough,624,Aggressive,Wet,72.14285714285714
Hard,43,66,Smooth,659,Aggressive,Wet,68.02857142857142
Hard,13,35,Smooth,716,Conservative,Wet,37.599999999999994
Medium,26,4,Rough,685,Conservative,Dry,50.771428571428565
Soft,13,45,Rough,713,Conservative,Wet,69.02857142857142
Medium,35,51,Rough,683,Aggressive,Dry,79.28571428571429
Hard,13,48,Rough,723,Balanced,Wet,64.45714285714286
Soft,10,5,Smooth,710,Conservative,Wet,47.71428571428572
Soft,16,9,Smooth,641,Aggressive,Wet,69.48571428571428
Medium,39,22,Smooth,651,Conservative,Wet,45.94285714285714
Medium,18,16,Smooth,647,Aggressive,Dry,55.885714285714286
Medium,44,43,Rough,631,Balanced,Dry,69.94285714285715
Hard,17,40,Rough,730,Balanced,Dry,59.114285714285714
Medium,33,14,Smooth,717,Aggressive,Dry,58.6
Soft,28,43,Smooth,622,Balanced,Wet,66.74285714285715
Wet,45,57,Smooth,734,Conservative,Dry,52.142857142857146
Soft,36,49,Smooth,726,Balanced,Wet,69.2
Wet,41,51,Rough,636,Conservative,Dry,65.48571428571428
Soft,23,69,Smooth,606,Aggressive,Wet,79.45714285714286
Hard,27,67,Rough,676,Balanced,Dry,64.97142857142858
Soft,37,62,Rough,681,Conservative,Wet,76.25714285714287
Medium,38,57,Rough,694,Conservative,Dry,60.74285714285714
Wet,25,22,Rough,621,Aggressive,Wet,83.14285714285714
Medium,44,43,Rough,677,Conservative,Dry,59.94285714285715
Medium,40,43,Smooth,681,Aggressive,Wet,69.14285714285714
Wet,13,51,Rough,744,Aggressive,Wet,84.8857142857143
Medium,46,66,Rough,618,Conservative,Wet,68.62857142857143
Soft,26,27,Rough,694,Aggressive,Wet,89.05714285714285
Hard,48,66,Smooth,638,Balanced,Dry,54.02857142857143
Hard,35,17,Smooth,716,Balanced,Wet,49.42857142857143
Soft,48,26,Smooth,635,Aggressive,Dry,73.31428571428572
Soft,13,50,Rough,614,Conservative,Wet,69.74285714285715
Soft,39,59,Smooth,659,Conservative,Dry,56.22857142857143
Wet,39,48,Smooth,743,Aggressive,Wet,74.65714285714286
Wet,31,14,Smooth,688,Conservative,Dry,43.2
Medium,20,67,Rough,615,Balanced,Dry,68.57142857142858
Soft,11,14,Rough,697,Aggressive,Wet,84.2
Hard,21,50,Rough,703,Aggressive,Dry,71.34285714285714
Hard,39,47,Smooth,643,Aggressive,Dry,59.51428571428572
Medium,45,0,Rough,650,Balanced,Dry,64.0
Wet,27,6,Rough,617,Conservative,Dry,56.25714285714287
Wet,35,52,Smooth,604,Aggressive,Dry,69.42857142857143
Hard,16,30,Smooth,605,Conservative,Wet,37.48571428571429
Medium,10,17,Rough,675,Balanced,Wet,64.42857142857143
Hard,35,11,Smooth,714,Balanced,Dry,43.57142857142858
Medium,32,47,Rough,611,Conservative,Wet,63.114285714285714
Soft,35,29,Smooth,611,Conservative,Wet,56.142857142857146
Medium,15,6,Rough,672,Aggressive,Dry,68.85714285714286
Wet,15,2,Rough,705,Balanced,Dry,63.285714285714285
Soft,17,62,Smooth,749,Aggressive,Wet,77.25714285714287
Hard,33,5,Rough,648,Conservative,Wet,52.31428571428572
Hard,31,14,Smooth,603,Balanced,Dry,43.2
Medium,28,42,Rough,602,Aggressive,Dry,76.6
Soft,46,17,Rough,743,Aggressive,Wet,91.62857142857142
Medium,27,21,Rough,613,Balanced,Wet,68.4
Wet,40,60,Rough,663,Conservative,Dry,66.57142857142857
Hard,46,60,Rough,719,Aggressive,Dry,77.77142857142857
Medium,39,52,Smooth,667,Balanced,Dry,55.22857142857143
Wet,42,25,Smooth,658,Conservative,Wet,51.971428571428575
Wet,19,39,Rough,729,Conservative,Wet,64.37142857142857
Medium,46,7,Smooth,718,Aggressive,Dry,60.199999999999996
Hard,21,20,Smooth,609,Aggressive,Dry,52.05714285714286
Soft,39,42,Smooth,674,Aggressive,Wet,78.8
Soft,36,20,Smooth,689,Balanced,Wet,65.05714285714285
Soft,48,2,Rough,700,Balanced,Dry,74.88571428571429
Wet,18,30,Rough,731,Conservative,Wet,62.885714285714286
Hard,30,26,Smooth,627,Conservative,Wet,39.714285714285715
Wet,21,26,Rough,729,Aggressive,Wet,82.91428571428571
Soft,38,56,Smooth,665,Aggressive,Dry,75.6
Soft,42,32,Rough,743,Balanced,Dry,77.97142857142858
Hard,24,43,Rough,723,Aggressive,Wet,75.94285714285715
Soft,11,42,Rough,656,Aggressive,Dry,83.2
Hard,48,30,Rough,620,Conservative,Dry,53.88571428571428
Hard,27,64,Rough,702,Conservative,Dry,54.54285714285714
Hard,12,16,Rough,657,Balanced,Wet,59.68571428571429
Soft,16,14,Rough,636,Balanced,Dry,70.19999999999999
Medium,27,33,Rough,742,Conservative,Wet,60.114285714285714
Medium,47,3,Rough,731,Aggressive,Wet,79.82857142857142
Soft,46,27,Smooth,646,Aggressive,Dry,73.05714285714286
Hard,42,1,Smooth,702,Conservative,Wet,38.542857142857144
Wet,40,16,Rough,671,Aggressive,Dry,80.28571428571428
Hard,20,57,Rough,688,Balanced,Dry,62.142857142857146
Wet,13,8,Rough,657,Aggressive,Dry,73.74285714285713
Hard,27,30,Rough,704,Aggressive,Dry,69.68571428571428
Medium,13,65,Rough,668,Balanced,Dry,66.88571428571429
Hard,43,61,Smooth,645,Balanced,Wet,57.31428571428572
Medium,38,18,Rough,624,Aggressive,Dry,75.17142857142856
Wet,33,54,Rough,720,Balanced,Wet,79.31428571428572
Wet,31,27,Rough,634,Balanced,Wet,75.05714285714285
Wet,11,49,Smooth,614,Conservative,Dry,44.2
Hard,15,64,Rough,705,Aggressive,Wet,77.14285714285714
Hard,34,2,Rough,727,Aggressive,Wet,72.08571428571429
Hard,30,51,Smooth,673,Aggressive,Dry,58.28571428571429
Soft,25,9,Rough,687,Balanced,Wet,76.28571428571428
Soft,40,20,Smooth,628,Conservative,Dry,50.857142857142854
Soft,23,36,Rough,637,Conservative,Dry,64.74285714285715
Hard,48,14,Rough,623,Balanced,Wet,66.6
Medium,37,8,Rough,618,Balanced,Wet,68.54285714285714
Soft,41,43,Smooth,648,Conservative,Wet,59.34285714285714
Medium,37,38,Rough,643,Conservative,Dry,57.82857142857143
Wet,18,4,Smooth,634,Aggressive,Wet,64.17142857142856
Hard,31,24,Rough,741,Conservative,Wet,54.628571428571426
Medium,41,55,Rough,655,Conservative,Wet,66.05714285714285
Soft,14,63,Smooth,733,Conservative,Dry,51.800000000000004
Medium,32,51,Smooth,631,Aggressive,Wet,68.68571428571428
Hard,14,8,Rough,625,Conservative,Dry,43.94285714285714
Wet,41,9,Rough,742,Aggressive,Wet,84.48571428571428
Wet,19,9,Smooth,655,Balanced,Wet,55.08571428571429
Soft,48,61,Smooth,636,Conservative,Dry,58.31428571428571
Hard,24,59,Smooth,724,Conservative,Dry,38.22857142857143
Soft,16,18,Smooth,652,Conservative,Wet,50.771428571428565
Medium,38,37,Smooth,700,Aggressive,Dry,62.885714285714286
Hard,12,5,Rough,677,Conservative,Dry,43.114285714285714
Soft,28,14,Rough,635,Conservative,Wet,67.6
Wet,19,46,Smooth,700,Balanced,Wet,60.371428571428574
Soft,37,44,Smooth,610,Conservative,Wet,58.68571428571428
Medium,38,4,Rough,626,Aggressive,Dry,73.17142857142856
Soft,24,52,Smooth,601,Conservative,Wet,57.22857142857143
Medium,44,65,Rough,621,Aggressive,Dry,83.08571428571429
Medium,15,61,Smooth,665,Aggressive,Wet,66.71428571428571
Medium,21,22,Rough,711,Balanced,Wet,67.34285714285714
Medium,47,43,Smooth,616,Balanced,Dry,55.542857142857144
Wet,22,51,Smooth,731,Balanced,Wet,61.68571428571429
Wet,38,45,Smooth,613,Aggressive,Dry,69.02857142857142
Hard,28,18,Rough,606,Conservative,Wet,53.171428571428564
Soft,12,46,Rough,678,Balanced,Dry,73.97142857142856
Wet,17,51,Rough,743,Conservative,Dry,60.68571428571428
Hard,17,23,Smooth,703,Balanced,Wet,46.68571428571429
Soft,29,16,Rough,746,Aggressive,Wet,88.08571428571429
Medium,13,45,Rough,600,Balanced,Wet,69.02857142857142
Soft,30,63,Smooth,630,Aggressive,Wet,80.0
Wet,12,27,Smooth,727,Conservative,Dry,41.25714285714287
Medium,17,49,Rough,731,Balanced,Dry,65.4
Soft,32,63,Smooth,690,Balanced,Wet,70.4
Wet,25,27,Smooth,657,Conservative,Dry,43.85714285714286
Hard,22,55,Smooth,655,Conservative,Wet,42.25714285714286
Soft,12,58,Rough,642,Conservative,Wet,70.68571428571428
Medium,18,4,Rough,673,Balanced,Wet,64.17142857142856
Medium,23,53,Smooth,648,Aggressive,Dry,62.17142857142857
Wet,22,43,Rough,711,Balanced,Wet,75.54285714285714
Hard,16,41,Rough,707,Balanced,Dry,59.05714285714286
Soft,24,56,Smooth,659,Balanced,Wet,67.8
Medium,16,46,Rough,693,Conservative,Wet,59.77142857142857
Hard,47,24,Smooth,743,Conservative,Dry,37.82857142857143
Medium,43,43,Smooth,672,Balanced,Dry,54.74285714285714
Hard,31,14,Rough,698,Balanced,Dry,58.2
Hard,33,50,Rough,713,Aggressive,Dry,73.74285714285715
Hard,46,52,Smooth,614,Conservative,Dry,41.628571428571426
Wet,10,33,Smooth,662,Aggressive,Dry,61.714285714285715
Wet,19,7,Smooth,627,Balanced,Dry,49.800000000000004
Soft,25,69,Smooth,747,Aggressive,Wet,79.85714285714286
Wet,17,20,Smooth,635,Aggressive,Wet,66.25714285714285
Soft,34,6,Rough,724,Conservative,Wet,67.65714285714286
Wet,21,55,Rough,740,Balanced,Wet,77.05714285714285
Hard,34,48,Rough,661,Balanced,Dry,63.65714285714286
Hard,26,41,Rough,612,Balanced,Wet,66.05714285714286
Wet,35,22,Rough,687,Conservative,Dry,60.14285714285714
Medium,23,51,Rough,639,Conservative,Wet,61.885714285714286
Wet,45,52,Rough,723,Aggressive,Dry,86.42857142857142
Hard,32,15,Rough,624,Aggressive,Dry,68.54285714285714
Hard,15,36,Rough,623,Conservative,Dry,48.14285714285714
Hard,14,17,Smooth,696,Conservative,Wet,35.22857142857143
Soft,34,19,Rough,638,Balanced,Dry,74.51428571428572
Medium,27,45,Smooth,708,Balanced,Dry,51.828571428571436
Hard,22,1,Rough,660,Balanced,Dry,54.54285714285714
Soft,23,62,Smooth,619,Aggressive,Wet,78.45714285714286
Hard,37,2,Rough,615,Aggressive,Wet,72.68571428571428
Medium,27,45,Smooth,748,Balanced,Dry,51.828571428571436
Medium,37,48,Rough,614,Aggressive,Wet,84.25714285714285
Hard,36,0,Rough,641,Balanced,Dry,57.199999999999996
Medium,41,21,Rough,603,Conservative,Wet,61.19999999999999
Soft,18,13,Rough,730,Balanced,Wet,75.45714285714286
Hard,49,44,Smooth,713,Balanced,Dry,51.08571428571429
Soft,41,5,Rough,728,Balanced,Wet,78.91428571428571
Soft,29,64,Rough,740,Balanced,Wet,84.94285714285715
Hard,37,20,Rough,653,Balanced,Wet,65.25714285714285
Wet,42,3,Rough,681,Conservative,Dry,58.82857142857142
Wet,13,2,Rough,639,Aggressive,Wet,77.88571428571429
Medium,43,29,Smooth,726,Aggressive,Wet,67.74285714285713
Hard,12,30,Rough,738,Conservative,Dry,46.68571428571429
Hard,35,33,Smooth,641,Balanced,Wet,51.714285714285715
Medium,17,19,Rough,692,Aggressive,Dry,71.11428571428571
Wet,15,53,Rough,603,Aggressive,Wet,85.57142857142857
Wet,25,24,Smooth,624,Balanced,Dry,53.42857142857143
Medium,33,14,Rough,699,Conservative,Wet,58.6
Hard,48,37,Smooth,724,Aggressive,Wet,64.88571428571429
Medium,39,22,Smooth,639,Aggressive,Wet,65.94285714285715
Hard,22,51,Rough,691,Conservative,Dry,51.68571428571429
Soft,14,65,Smooth,735,Balanced,Dry,62.08571428571429
Wet,34,56,Smooth,684,Aggressive,Wet,74.80000000000001
Medium,29,56,Rough,634,Aggressive,Dry,78.8
Hard,27,51,Rough,745,Aggressive,Dry,72.68571428571428
Wet,27,34,Rough,646,Balanced,Dry,70.25714285714285
Wet,11,13,Rough,604,Aggressive,Dry,74.05714285714285
Medium,19,13,Smooth,724,Balanced,Dry,45.65714285714286
Soft,21,32,Smooth,710,Balanced,Dry,58.77142857142857
Hard,22,51,Smooth,671,Aggressive,Wet,61.68571428571429
Hard,20,0,Smooth,686,Conservative,Dry,29.0
Hard,28,33,Smooth,602,Conservative,Wet,40.31428571428572
Hard,44,18,Rough,692,Balanced,Wet,66.37142857142857
Hard,48,23,Smooth,640,Balanced,Dry,47.885714285714286
Soft,35,3,Rough,747,Aggressive,Wet,87.42857142857144
Wet,23,35,Smooth,686,Conservative,Wet,49.6
Wet,33,57,Rough,684,Balanced,Dry,74.74285714285715
Soft,10,31,Smooth,735,Aggressive,Wet,71.42857142857143
